Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Z-score	Combined Score	Genes
Developmental Biology_Homo sapiens_R-HSA-1266738	67/786	0.000000000000008254400801375610160550657397666613304234640470513628685012008645571768283843994140625	0.0000000000078829527653137073893592375368089171516761126667915959842503070831298828125	0.000000000116944682394948667130184627907627144260960250221614842303097248077392578125	0.0000000689459228641197283674445380440010122669036718434654176235198974609375	-2.38439952188457	60.96031776473047	ITGB3;MED19;TNF;MED17;RND1;MED11;RPS6KA3;SYNGAP1;MED10;BOC;NRTN;HOXA1;CD36;EPHB4;DUSP4;MEF2A;NCOA1;NCOA2;SREBF1;MEF2C;MEF2B;MAP2K2;ACTN2;TRPC4;DCC;NCOA3;TRPC1;MED8;MED9;RHOC;GFRA2;SREBF2;RHOA;RHOB;ENAH;MED22;MED25;MED20;ARHGEF7;TLN1;STX1A;CAMK2B;SPTBN4;NOTCH1;MYL12A;GRIN2A;MED30;FYN;PSMF1;PAK3;CACNG2;PPARGC1A;CACNG3;CAMK2G;SEMA4A;YES1;DAB2IP;GRIN2B;GRIN2D;MED13L;GRIN1;PPP5C;KLF5;GDNF;DLG4;NF1;TDGF1
Transcriptional regulation of white adipocyte differentiation_Homo sapiens_R-HSA-381340	20/79	0.00000000000011455551810028406775954463812936800766288658603997419049846939742565155029296875	0.000000000054700259892885639830827667999535446341496935929171741008758544921875	0.0000000001443893672547009901505761264548801346696560443660928285680711269378662109375	0.0000000689459228641197283674445380440010122669036718434654176235198974609375	-2.0038354628309047	47.34893404727676	NCOA1;NCOA2;SREBF1;NCOA3;MED8;MED9;MED19;TNF;SREBF2;MED13L;MED17;MED11;MED22;MED25;KLF5;MED30;MED10;MED20;CD36;PPARGC1A
VEGFA-VEGFR2 Pathway_Homo sapiens_R-HSA-4420097	32/320	0.000000002418110737276803989905864675983952760685014027330907993018627166748046875	0.0000004618591508198695748933196476848639377976724063046276569366455078125	0.000000619026548003277464685806773248000212106489925645291805267333984375	0.000100846756832829835548448471627125400118529796600341796875	-2.5012800078465682	36.48868741372183	CAMK2B;SPTBN4;NCF1;ITGB3;ITPR1;ITPR2;GRIN2A;SYNGAP1;RICTOR;NRTN;FYN;PSMF1;PAK3;CAMK2G;DUSP4;MAP2K2;ACTN2;NOS3;PRKCD;DAB2IP;BAIAP2;GRIN2B;GFRA2;RHOA;GRIN2D;GRIN1;PPP5C;MAPKAPK3;GDNF;DLG4;NF1;TLN1
Signaling by VEGF_Homo sapiens_R-HSA-194138	32/328	0.000000004439228171294070817380001997727589913012025135685689747333526611328125	0.000000605637557655119575014527645573370051579331629909574985504150390625	0.00000101865588660953840469147214931044942431981326080858707427978515625	0.00013897376738744417006519993318391925640753470361232757568359375	-2.466350821590989	35.31070554578981	CAMK2B;SPTBN4;NCF1;ITGB3;ITPR1;ITPR2;GRIN2A;SYNGAP1;RICTOR;NRTN;FYN;PSMF1;PAK3;CAMK2G;DUSP4;MAP2K2;ACTN2;NOS3;PRKCD;DAB2IP;BAIAP2;GRIN2B;GFRA2;RHOA;GRIN2D;GRIN1;PPP5C;MAPKAPK3;GDNF;DLG4;NF1;TLN1
PPARA activates gene expression_Homo sapiens_R-HSA-1989781	20/113	0.0000000001331482105535535191376909843562052239429593925024164491333067417144775390625	0.00000004238551369288120291146425093996297217557867043069563806056976318359375	0.0000000312285658793416077470033918005165585185523013933561742305755615234375	0.000009941093471590412589144504507121524738977313973009586334228515625	-2.056174718309511	34.906566195510145	NCOA1;SREBF1;NCOA2;ALAS1;NCOA3;MED8;MED9;MED19;SREBF2;MED13L;MED17;MED22;MED11;MED25;MED30;MED10;MED20;CD36;PPARGC1A;TEAD1
Regulation of lipid metabolism by Peroxisome proliferator-activated receptor alpha (PPARalpha)_Homo sapiens_R-HSA-400206	20/116	0.00000000021731370188612750089456522007108456306934129997898708097636699676513671875	0.00000005188364632531293905496925047450551549133024309412576258182525634765625	0.00000004591512919325714064960417145309923281359942848212085664272308349609375	0.000010962237094890142619606210327987128039239905774593353271484375	-2.0727754001165115	34.76927803525064	NCOA1;SREBF1;NCOA2;ALAS1;NCOA3;MED8;MED9;MED19;SREBF2;MED13L;MED17;MED22;MED11;MED25;MED30;MED10;MED20;CD36;PPARGC1A;TEAD1
Signalling by NGF_Homo sapiens_R-HSA-166520	38/450	0.00000000891095962560951826232074767138169324454111119848676025867462158203125	0.000000988147239540216921840107104635375634416050161235034465789794921875	0.0000025465916965792348514792571567699752677071955986320972442626953125	0.00024319950702331692704571963759008212946355342864990234375	-2.431848525500555	33.62622528208109	CAMK2B;SPTBN4;ITGB3;ITPR1;ITPR2;IKBKB;RPS6KA3;GRIN2A;SYNGAP1;CASP3;RICTOR;FYN;NRTN;PSMF1;CAMK2G;DUSP4;MEF2A;LINGO1;MEF2C;MAP2K2;RIPK2;ACTN2;PRKCE;INSR;PRKCD;DAB2IP;GRIN2B;GFRA2;RHOA;GRIN2D;GRIN1;PPP5C;MAPKAPK3;GDNF;DLG4;NF1;TLN1;ARHGEF7
Innate Immune System_Homo sapiens_R-HSA-168249	55/807	0.0000000101868883589073377339630062051768766284709499814198352396488189697265625	0.000000988147239540216921840107104635375634416050161235034465789794921875	0.00000684242264284853779769852988312806019166600890457630157470703125	0.0003806202626173159938964551951556813946808688342571258544921875	-2.3588513351563654	32.61686144147451	ITGB3;ITGB2;IKBKB;RPS6KA3;PPP3CB;SYNGAP1;CASP10;TRIM25;NRTN;CD36;BTRC;DUSP4;MEF2A;MAP2K4;MEF2C;MAP2K2;RIPK2;ACTN2;PRKCE;PRKCD;TICAM1;GFRA2;HCK;MYH2;CDC34;MAPKAPK3;TRAF3;TLN1;CAMK2B;SPTBN4;ITPR1;ITPR2;NLRC4;GRIN2A;RIPK1;RICTOR;FYN;PSMF1;PAK3;MAP2K7;CAMK2G;YES1;INSR;DAB2IP;MYO5A;BAIAP2;GRIN2B;GRIN2D;NFKB2;GRIN1;MAPK10;PPP5C;GDNF;DLG4;NF1
NGF signalling via TRKA from the plasma membrane_Homo sapiens_R-HSA-187037	33/374	0.00000003022983248905548191104179149395203562988854173454456031322479248046875	0.00000206210643050342762715317589117258734177084988914430141448974609375	0.000005198244329509100496622582554540059618375380523502826690673828125	0.0003806202626173159938964551951556813946808688342571258544921875	-2.466718132045883	32.29373741790437	CAMK2B;SPTBN4;ITGB3;ITPR1;ITPR2;RPS6KA3;GRIN2A;SYNGAP1;RICTOR;NRTN;FYN;PSMF1;CAMK2G;DUSP4;MEF2A;MEF2C;MAP2K2;ACTN2;INSR;PRKCE;PRKCD;DAB2IP;GRIN2B;GFRA2;RHOA;GRIN2D;GRIN1;PPP5C;MAPKAPK3;GDNF;DLG4;NF1;TLN1
Signaling by Insulin receptor_Homo sapiens_R-HSA-74752	29/311	0.000000063913225034857014038191971687374870469966481323353946208953857421875	0.00000359041940636990887148372215975644650143294711597263813018798828125	0.00000757254972746492578845878274051983680692501366138458251953125	0.0003806202626173159938964551951556813946808688342571258544921875	-2.397688891537758	30.060404761395045	CAMK2B;SPTBN4;PRKAA2;ITGB3;RPTOR;GRIN2A;SYNGAP1;NRTN;FYN;PSMF1;ATP6V1D;EIF4E;CAMK2G;ATP6V0A1;DUSP4;MAP2K2;ACTN2;INSR;DAB2IP;GRIN2B;GFRA2;GRIN2D;GRIN1;PPP5C;GDNF;RRAGB;DLG4;NF1;TLN1
Immune System_Homo sapiens_R-HSA-168256	86/1547	0.000000012585717996334634106137968768100721117519924519001506268978118896484375	0.000001001613390541631349174404863600074122587102465331554412841796875	0.00002983428923349463354167294959484735272781108506023883819580078125	0.00088481749660329687794113606713608533027581870555877685546875	-2.1390329821236813	29.5483844337736	EIF4A2;CIITA;NCF1;ITGB3;ITGB2;ADAR;TNF;IKBKB;RPS6KA3;PPP3CB;SYNGAP1;CASP10;TRIM29;AP1G1;CASP3;TRIM25;NRTN;SEC61B;NOS1;CD36;BTRC;DUSP4;MEF2A;MAP2K4;MEF2C;MAP2K2;ACTN2;RIPK2;PRKCE;TRPC1;PRKCD;TICAM1;GFRA2;DYNLL2;ENAH;HCK;MYH2;CDC34;TXLNA;MAPKAPK3;STIM1;TRAF3;TLN1;STX1A;CAMK2B;SPTBN4;SEH1L;ITPR1;ITPR2;NLRC4;SOCS2;GRIN2A;TPR;RICTOR;FYN;RIPK1;PSMF1;MAP2K7;PAK3;EIF4E;ATP6V1D;CAMK2G;ATP6V0A1;CTSA;UBE2H;YES1;NOS3;INSR;DAB2IP;MYO5A;BAIAP2;GRIN2B;GRIN1;GRIN2D;NFKB2;KLHL20;MAPK10;PPP5C;GDNF;DLG4;TOLLIP;NF1;TRIM36;UBE2O;SEC24C;RNF220
Cytokine Signaling in Immune system_Homo sapiens_R-HSA-1280215	45/620	0.00000003876539440996214311694302513851273506162442572531290352344512939453125	0.0000024680634441009232198636393074142603154541575349867343902587890625	0.000012277750065901752988986421477601851393046672455966472625732421875	0.00053296596876982612299433750280286403722129762172698974609375	-2.2801634782229465	29.441645823250468	EIF4A2;CAMK2B;SPTBN4;CIITA;SEH1L;ITGB3;ADAR;TNF;IKBKB;SOCS2;GRIN2A;SYNGAP1;TRIM29;CASP3;TPR;TRIM25;FYN;NRTN;PSMF1;BTRC;EIF4E;CAMK2G;DUSP4;MAP2K4;MAP2K2;YES1;RIPK2;ACTN2;PRKCD;DAB2IP;GRIN2B;GFRA2;GRIN2D;NFKB2;GRIN1;HCK;PPP5C;TXLNA;GDNF;TRAF3;DLG4;TOLLIP;NF1;TLN1;STX1A
Fc epsilon receptor (FCERI) signaling_Homo sapiens_R-HSA-2454202	33/395	0.0000001105459428726122081152195820129280345867073265253566205501556396484375	0.0000055563881812286667870597230145524036970527959056198596954345703125	0.00001498718404038737524066986217530228486793930642306804656982421875	0.000572510430342797779594554707927045456017367541790008544921875	-2.4145191137227844	29.21703888404003	CAMK2B;SPTBN4;ITGB3;ITPR1;ITPR2;IKBKB;GRIN2A;PPP3CB;SYNGAP1;RICTOR;FYN;NRTN;PSMF1;MAP2K7;BTRC;CAMK2G;DUSP4;MAP2K4;MAP2K2;ACTN2;INSR;DAB2IP;GRIN2B;GFRA2;GRIN2D;GRIN1;MAPK10;PPP5C;CDC34;GDNF;DLG4;NF1;TLN1
VEGFR2 mediated cell proliferation_Homo sapiens_R-HSA-5218921	25/248	0.0000001170955755588313488013368457267560085455215812544338405132293701171875	0.000005591313732934196438733968903544990780574153177440166473388671875	0.000009743609791583113387985516651301765023163170553743839263916015625	0.0004431022548077082588713349053932688548229634761810302734375	-2.400325319270838	29.030245588222883	CAMK2B;SPTBN4;ITGB3;ITPR1;ITPR2;GRIN2A;SYNGAP1;NRTN;FYN;PSMF1;CAMK2G;DUSP4;MAP2K2;ACTN2;PRKCD;DAB2IP;GRIN2B;GFRA2;GRIN2D;GRIN1;PPP5C;GDNF;DLG4;NF1;TLN1
