"SUID","name","selected","shared name"
"4848","""PPP1R12B""","false","""PPP1R12B"""
"4721","""ZBTB10""","false","""ZBTB10"""
"4725","""KATNBL1""","false","""KATNBL1"""
"4853","""EIF3E""","false","""EIF3E"""
"4854","""ATP8B1""","false","""ATP8B1"""
"4726","""DRG1""","false","""DRG1"""
"4727","""SRSF4""","false","""SRSF4"""
"4855","""ALMS1""","false","""ALMS1"""
"4728","""HIPK1""","false","""HIPK1"""
"4729","""DDX21""","false","""DDX21"""
"4730","""GIN1""","false","""GIN1"""
"4859","""FLNC""","false","""FLNC"""
"4733","""MYOF""","false","""MYOF"""
"4736","""ZFYVE26""","false","""ZFYVE26"""
"4739","""ROCK1""","false","""ROCK1"""
"4874","""CDIPT""","false","""CDIPT"""
"4748","""TARDBP""","false","""TARDBP"""
"4756","""KCNE4""","false","""KCNE4"""
"4757","""COX5A""","false","""COX5A"""
"4886","""STRN3""","false","""STRN3"""
"4761","""CLK4""","false","""CLK4"""
"4889","""NCOA6""","false","""NCOA6"""
"4763","""FOXN3""","false","""FOXN3"""
"4767","""NEK1""","false","""NEK1"""
"4896","""TBC1D2B""","false","""TBC1D2B"""
"4897","""PABPC1""","false","""PABPC1"""
"4899","""ADAM17""","false","""ADAM17"""
"4776","""PNN""","false","""PNN"""
"4777","""N4BP2L2""","false","""N4BP2L2"""
"4778","""CCNL1""","false","""CCNL1"""
"4908","""ABL1""","false","""ABL1"""
"4784","""MON2""","false","""MON2"""
"4785","""CPOX""","false","""CPOX"""
"4788","""SAV1""","false","""SAV1"""
"4920","""LRRC14""","false","""LRRC14"""
"4923","""CDH22""","false","""CDH22"""
"4924","""C6orf120""","false","""C6orf120"""
"4796","""ESRRG""","false","""ESRRG"""
"4804","""PNISR""","false","""PNISR"""
"4678","""SEPT8""","false","""SEPT8"""
"4679","""RBPJ""","false","""RBPJ"""
"4807","""LRBA""","false","""LRBA"""
"4681","""SEC24A""","false","""SEC24A"""
"4809","""ATF7IP""","false","""ATF7IP"""
"4685","""PHF3""","false","""PHF3"""
"4814","""CEP170B""","false","""CEP170B"""
"4945","""GNA13""","false","""GNA13"""
"4948","""CARD8""","false","""CARD8"""
"4951","""TNFAIP3""","false","""TNFAIP3"""
"4697","""NDEL1""","false","""NDEL1"""
"4825","""AUH""","false","""AUH"""
"4699","""LPP""","false","""LPP"""
"4958","""AASS""","false","""AASS"""
"4832","""ANKRD28""","false","""ANKRD28"""
"4704","""GOLGA7""","false","""GOLGA7"""
"4836","""TSPYL5""","false","""TSPYL5"""
"4709","""HCLS1""","false","""HCLS1"""
"4714","""KIAA0141""","false","""KIAA0141"""
"4718","""PRPSAP1""","false","""PRPSAP1"""
