"SUID","name","selected","shared name"
"4847","""PPP3CA""","false","""PPP3CA"""
"4848","""PPP1R12B""","false","""PPP1R12B"""
"4722","""TMCO1""","false","""TMCO1"""
"4853","""EIF3E""","false","""EIF3E"""
"4726","""DRG1""","false","""DRG1"""
"4854","""ATP8B1""","false","""ATP8B1"""
"4855","""ALMS1""","false","""ALMS1"""
"4857","""ALDOA""","false","""ALDOA"""
"4729","""DDX21""","false","""DDX21"""
"4730","""GIN1""","false","""GIN1"""
"4731","""CTSH""","false","""CTSH"""
"4733","""MYOF""","false","""MYOF"""
"4864","""ANKRD27""","false","""ANKRD27"""
"4739","""ROCK1""","false","""ROCK1"""
"4748","""TARDBP""","false","""TARDBP"""
"4750","""OAT""","false","""OAT"""
"4878","""RPRD1A""","false","""RPRD1A"""
"4751","""CPSF7""","false","""CPSF7"""
"4885","""TCF12""","false","""TCF12"""
"4758","""UBXN7""","false","""UBXN7"""
"4895","""ZNF292""","false","""ZNF292"""
"4767","""NEK1""","false","""NEK1"""
"4896","""TBC1D2B""","false","""TBC1D2B"""
"4771","""CDK12""","false","""CDK12"""
"4899","""ADAM17""","false","""ADAM17"""
"4902","""REL""","false","""REL"""
"4912","""SEPT6""","false","""SEPT6"""
"4785","""CPOX""","false","""CPOX"""
"4788","""SAV1""","false","""SAV1"""
"4919","""MAP4K3""","false","""MAP4K3"""
"4920","""LRRC14""","false","""LRRC14"""
"4793","""BTG1""","false","""BTG1"""
"4927","""ABI1""","false","""ABI1"""
"4802","""AUTS2""","false","""AUTS2"""
"4678","""SEPT8""","false","""SEPT8"""
"4937","""RIT1""","false","""RIT1"""
"4681","""SEC24A""","false","""SEC24A"""
"4683","""TRAK1""","false","""TRAK1"""
"4685","""PHF3""","false","""PHF3"""
"4814","""CEP170B""","false","""CEP170B"""
"4816","""TMX1""","false","""TMX1"""
"4946","""ERBB4""","false","""ERBB4"""
"4690","""SAMM50""","false","""SAMM50"""
"4948","""CARD8""","false","""CARD8"""
"4822","""GSAP""","false","""GSAP"""
"4951","""TNFAIP3""","false","""TNFAIP3"""
"4697","""NDEL1""","false","""NDEL1"""
"4828","""CENPU""","false","""CENPU"""
"4958","""AASS""","false","""AASS"""
"4704","""GOLGA7""","false","""GOLGA7"""
"4705","""PRR11""","false","""PRR11"""
"4839","""ZNF573""","false","""ZNF573"""
"4713","""SLC12A5""","false","""SLC12A5"""
"4714","""KIAA0141""","false","""KIAA0141"""
"4844","""TRIT1""","false","""TRIT1"""
"4718","""PRPSAP1""","false","""PRPSAP1"""
