"SUID","name","selected","shared name"
"4847","""PPP3CA""","false","""PPP3CA"""
"4721","""ZBTB10""","false","""ZBTB10"""
"4850","""PLEKHA2""","false","""PLEKHA2"""
"4854","""ATP8B1""","false","""ATP8B1"""
"4726","""DRG1""","false","""DRG1"""
"4727","""SRSF4""","false","""SRSF4"""
"4855","""ALMS1""","false","""ALMS1"""
"4729","""DDX21""","false","""DDX21"""
"4731","""CTSH""","false","""CTSH"""
"4733","""MYOF""","false","""MYOF"""
"4739","""ROCK1""","false","""ROCK1"""
"4868","""SPOCK1""","false","""SPOCK1"""
"4874","""CDIPT""","false","""CDIPT"""
"4748","""TARDBP""","false","""TARDBP"""
"4884","""TPP1""","false","""TPP1"""
"4885","""TCF12""","false","""TCF12"""
"4886","""STRN3""","false","""STRN3"""
"4758","""UBXN7""","false","""UBXN7"""
"4761","""CLK4""","false","""CLK4"""
"4892","""CXorf56""","false","""CXorf56"""
"4896","""TBC1D2B""","false","""TBC1D2B"""
"4771","""CDK12""","false","""CDK12"""
"4899","""ADAM17""","false","""ADAM17"""
"4903","""PIGA""","false","""PIGA"""
"4777","""N4BP2L2""","false","""N4BP2L2"""
"4781","""SSFA2""","false","""SSFA2"""
"4912","""SEPT6""","false","""SEPT6"""
"4785","""CPOX""","false","""CPOX"""
"4788","""SAV1""","false","""SAV1"""
"4793","""BTG1""","false","""BTG1"""
"4799","""SLC11A2""","false","""SLC11A2"""
"4802","""AUTS2""","false","""AUTS2"""
"4930","""U2SURP""","false","""U2SURP"""
"4931","""TMEM38B""","false","""TMEM38B"""
"4678","""SEPT8""","false","""SEPT8"""
"4807","""LRBA""","false","""LRBA"""
"4809","""ATF7IP""","false","""ATF7IP"""
"4681","""SEC24A""","false","""SEC24A"""
"4810","""SH2B3""","false","""SH2B3"""
"4811","""RFX7""","false","""RFX7"""
"4814","""CEP170B""","false","""CEP170B"""
"4946","""ERBB4""","false","""ERBB4"""
"4694","""SPARC""","false","""SPARC"""
"4951","""TNFAIP3""","false","""TNFAIP3"""
"4824","""CREG1""","false","""CREG1"""
"4952","""STAG2""","false","""STAG2"""
"4697","""NDEL1""","false","""NDEL1"""
"4825","""AUH""","false","""AUH"""
"4828","""CENPU""","false","""CENPU"""
"4958","""AASS""","false","""AASS"""
"4831","""DOLPP1""","false","""DOLPP1"""
"4832","""ANKRD28""","false","""ANKRD28"""
"4705","""PRR11""","false","""PRR11"""
"4709","""HCLS1""","false","""HCLS1"""
"4714","""KIAA0141""","false","""KIAA0141"""
"4844","""TRIT1""","false","""TRIT1"""
"4846","""RAP1A""","false","""RAP1A"""
