"SUID","name","selected","shared name"
"4847","""PPP3CA""","false","""PPP3CA"""
"4848","""PPP1R12B""","false","""PPP1R12B"""
"4723","""LPL""","false","""LPL"""
"4852","""AMD1""","false","""AMD1"""
"4853","""EIF3E""","false","""EIF3E"""
"4726","""DRG1""","false","""DRG1"""
"4855","""ALMS1""","false","""ALMS1"""
"4729","""DDX21""","false","""DDX21"""
"4730","""GIN1""","false","""GIN1"""
"4731","""CTSH""","false","""CTSH"""
"4733","""MYOF""","false","""MYOF"""
"4735","""CTBP2""","false","""CTBP2"""
"4864","""ANKRD27""","false","""ANKRD27"""
"4739","""ROCK1""","false","""ROCK1"""
"4875","""CBLB""","false","""CBLB"""
"4885","""TCF12""","false","""TCF12"""
"4758","""UBXN7""","false","""UBXN7"""
"4761","""CLK4""","false","""CLK4"""
"4893","""CEP57""","false","""CEP57"""
"4767","""NEK1""","false","""NEK1"""
"4898","""CEBPZ""","false","""CEBPZ"""
"4771","""CDK12""","false","""CDK12"""
"4899","""ADAM17""","false","""ADAM17"""
"4903","""PIGA""","false","""PIGA"""
"4907","""CLIC4""","false","""CLIC4"""
"4911","""TGOLN2""","false","""TGOLN2"""
"4912","""SEPT6""","false","""SEPT6"""
"4785","""CPOX""","false","""CPOX"""
"4788","""SAV1""","false","""SAV1"""
"4919","""MAP4K3""","false","""MAP4K3"""
"4791","""CALD1""","false","""CALD1"""
"4920","""LRRC14""","false","""LRRC14"""
"4793","""BTG1""","false","""BTG1"""
"4925","""ASXL2""","false","""ASXL2"""
"4927","""ABI1""","false","""ABI1"""
"4802","""AUTS2""","false","""AUTS2"""
"4930","""U2SURP""","false","""U2SURP"""
"4807","""LRBA""","false","""LRBA"""
"4681","""SEC24A""","false","""SEC24A"""
"4684","""PHYH""","false","""PHYH"""
"4685","""PHF3""","false","""PHF3"""
"4814","""CEP170B""","false","""CEP170B"""
"4816","""TMX1""","false","""TMX1"""
"4945","""GNA13""","false","""GNA13"""
"4949","""ATM""","false","""ATM"""
"4951","""TNFAIP3""","false","""TNFAIP3"""
"4952","""STAG2""","false","""STAG2"""
"4696","""IFITM2""","false","""IFITM2"""
"4697","""NDEL1""","false","""NDEL1"""
"4825","""AUH""","false","""AUH"""
"4955","""PHKB""","false","""PHKB"""
"4828","""CENPU""","false","""CENPU"""
"4700","""SCAF11""","false","""SCAF11"""
"4958","""AASS""","false","""AASS"""
"4832","""ANKRD28""","false","""ANKRD28"""
"4704","""GOLGA7""","false","""GOLGA7"""
"4705","""PRR11""","false","""PRR11"""
"4709","""HCLS1""","false","""HCLS1"""
"4710","""GNB5""","false","""GNB5"""
"4839","""ZNF573""","false","""ZNF573"""
"4714","""KIAA0141""","false","""KIAA0141"""
"4844","""TRIT1""","false","""TRIT1"""
"4718","""PRPSAP1""","false","""PRPSAP1"""
