"SUID","name","selected","shared name"
"4721","""ZBTB10""","false","""ZBTB10"""
"4725","""KATNBL1""","false","""KATNBL1"""
"4853","""EIF3E""","false","""EIF3E"""
"4854","""ATP8B1""","false","""ATP8B1"""
"4726","""DRG1""","false","""DRG1"""
"4855","""ALMS1""","false","""ALMS1"""
"4728","""HIPK1""","false","""HIPK1"""
"4729","""DDX21""","false","""DDX21"""
"4730","""GIN1""","false","""GIN1"""
"4731","""CTSH""","false","""CTSH"""
"4733","""MYOF""","false","""MYOF"""
"4735","""CTBP2""","false","""CTBP2"""
"4736","""ZFYVE26""","false","""ZFYVE26"""
"4739","""ROCK1""","false","""ROCK1"""
"4874","""CDIPT""","false","""CDIPT"""
"4748","""TARDBP""","false","""TARDBP"""
"4885","""TCF12""","false","""TCF12"""
"4758","""UBXN7""","false","""UBXN7"""
"4886","""STRN3""","false","""STRN3"""
"4760","""CNOT1""","false","""CNOT1"""
"4761","""CLK4""","false","""CLK4"""
"4897","""PABPC1""","false","""PABPC1"""
"4771","""CDK12""","false","""CDK12"""
"4899","""ADAM17""","false","""ADAM17"""
"4774","""CDH11""","false","""CDH11"""
"4902","""REL""","false","""REL"""
"4908","""ABL1""","false","""ABL1"""
"4781","""SSFA2""","false","""SSFA2"""
"4785","""CPOX""","false","""CPOX"""
"4788","""SAV1""","false","""SAV1"""
"4919","""MAP4K3""","false","""MAP4K3"""
"4920","""LRRC14""","false","""LRRC14"""
"4793","""BTG1""","false","""BTG1"""
"4924","""C6orf120""","false","""C6orf120"""
"4806","""MFN1""","false","""MFN1"""
"4678","""SEPT8""","false","""SEPT8"""
"4679","""RBPJ""","false","""RBPJ"""
"4807","""LRBA""","false","""LRBA"""
"4814","""CEP170B""","false","""CEP170B"""
"4816","""TMX1""","false","""TMX1"""
"4948","""CARD8""","false","""CARD8"""
"4951","""TNFAIP3""","false","""TNFAIP3"""
"4697","""NDEL1""","false","""NDEL1"""
"4825","""AUH""","false","""AUH"""
"4700","""SCAF11""","false","""SCAF11"""
"4958","""AASS""","false","""AASS"""
"4832","""ANKRD28""","false","""ANKRD28"""
"4704","""GOLGA7""","false","""GOLGA7"""
"4835","""WSB1""","false","""WSB1"""
"4709","""HCLS1""","false","""HCLS1"""
"4714","""KIAA0141""","false","""KIAA0141"""
"4844","""TRIT1""","false","""TRIT1"""
"4718","""PRPSAP1""","false","""PRPSAP1"""
