"SUID","name","selected","shared name"
"4848","""PPP1R12B""","false","""PPP1R12B"""
"4853","""EIF3E""","false","""EIF3E"""
"4726","""DRG1""","false","""DRG1"""
"4854","""ATP8B1""","false","""ATP8B1"""
"4855","""ALMS1""","false","""ALMS1"""
"4729","""DDX21""","false","""DDX21"""
"4731","""CTSH""","false","""CTSH"""
"4733","""MYOF""","false","""MYOF"""
"4739","""ROCK1""","false","""ROCK1"""
"4869","""MAP4K5""","false","""MAP4K5"""
"4748","""TARDBP""","false","""TARDBP"""
"4893","""CEP57""","false","""CEP57"""
"4895","""ZNF292""","false","""ZNF292"""
"4767","""NEK1""","false","""NEK1"""
"4898","""CEBPZ""","false","""CEBPZ"""
"4771","""CDK12""","false","""CDK12"""
"4899","""ADAM17""","false","""ADAM17"""
"4902","""REL""","false","""REL"""
"4774","""CDH11""","false","""CDH11"""
"4776","""PNN""","false","""PNN"""
"4905","""HNMT""","false","""HNMT"""
"4781","""SSFA2""","false","""SSFA2"""
"4785","""CPOX""","false","""CPOX"""
"4788","""SAV1""","false","""SAV1"""
"4793","""BTG1""","false","""BTG1"""
"4802","""AUTS2""","false","""AUTS2"""
"4678","""SEPT8""","false","""SEPT8"""
"4935","""SLC35A3""","false","""SLC35A3"""
"4679","""RBPJ""","false","""RBPJ"""
"4807","""LRBA""","false","""LRBA"""
"4680","""PRPF4B""","false","""PRPF4B"""
"4937","""RIT1""","false","""RIT1"""
"4681","""SEC24A""","false","""SEC24A"""
"4810","""SH2B3""","false","""SH2B3"""
"4940","""MAN2A1""","false","""MAN2A1"""
"4685","""PHF3""","false","""PHF3"""
"4942","""KCNAB1""","false","""KCNAB1"""
"4814","""CEP170B""","false","""CEP170B"""
"4816","""TMX1""","false","""TMX1"""
"4945","""GNA13""","false","""GNA13"""
"4818","""RANGRF""","false","""RANGRF"""
"4690","""SAMM50""","false","""SAMM50"""
"4950","""ABCA8""","false","""ABCA8"""
"4951","""TNFAIP3""","false","""TNFAIP3"""
"4697","""NDEL1""","false","""NDEL1"""
"4825","""AUH""","false","""AUH"""
"4829","""STX2""","false","""STX2"""
"4957","""CMTM6""","false","""CMTM6"""
"4958","""AASS""","false","""AASS"""
"4702","""GPNMB""","false","""GPNMB"""
"4832","""ANKRD28""","false","""ANKRD28"""
"4704","""GOLGA7""","false","""GOLGA7"""
"4705","""PRR11""","false","""PRR11"""
"4835","""WSB1""","false","""WSB1"""
"4709","""HCLS1""","false","""HCLS1"""
"4844","""TRIT1""","false","""TRIT1"""
