"SUID","name","selected","shared name"
"4848","""PPP1R12B""","false","""PPP1R12B"""
"4721","""ZBTB10""","false","""ZBTB10"""
"4850","""PLEKHA2""","false","""PLEKHA2"""
"4853","""EIF3E""","false","""EIF3E"""
"4854","""ATP8B1""","false","""ATP8B1"""
"4729","""DDX21""","false","""DDX21"""
"4859","""FLNC""","false","""FLNC"""
"4731","""CTSH""","false","""CTSH"""
"4732","""PPP4R2""","false","""PPP4R2"""
"4733","""MYOF""","false","""MYOF"""
"4735","""CTBP2""","false","""CTBP2"""
"4864","""ANKRD27""","false","""ANKRD27"""
"4739","""ROCK1""","false","""ROCK1"""
"4874","""CDIPT""","false","""CDIPT"""
"4748","""TARDBP""","false","""TARDBP"""
"4885","""TCF12""","false","""TCF12"""
"4758","""UBXN7""","false","""UBXN7"""
"4761","""CLK4""","false","""CLK4"""
"4895","""ZNF292""","false","""ZNF292"""
"4767","""NEK1""","false","""NEK1"""
"4770","""POT1""","false","""POT1"""
"4899","""ADAM17""","false","""ADAM17"""
"4771","""CDK12""","false","""CDK12"""
"4777","""N4BP2L2""","false","""N4BP2L2"""
"4781","""SSFA2""","false","""SSFA2"""
"4912","""SEPT6""","false","""SEPT6"""
"4785","""CPOX""","false","""CPOX"""
"4788","""SAV1""","false","""SAV1"""
"4790","""PUM2""","false","""PUM2"""
"4793","""BTG1""","false","""BTG1"""
"4799","""SLC11A2""","false","""SLC11A2"""
"4802","""AUTS2""","false","""AUTS2"""
"4931","""TMEM38B""","false","""TMEM38B"""
"4678","""SEPT8""","false","""SEPT8"""
"4807","""LRBA""","false","""LRBA"""
"4808","""ITPR2""","false","""ITPR2"""
"4809","""ATF7IP""","false","""ATF7IP"""
"4681","""SEC24A""","false","""SEC24A"""
"4811","""RFX7""","false","""RFX7"""
"4683","""TRAK1""","false","""TRAK1"""
"4685","""PHF3""","false","""PHF3"""
"4687","""PAPOLA""","false","""PAPOLA"""
"4946","""ERBB4""","false","""ERBB4"""
"4690","""SAMM50""","false","""SAMM50"""
"4948","""CARD8""","false","""CARD8"""
"4949","""ATM""","false","""ATM"""
"4951","""TNFAIP3""","false","""TNFAIP3"""
"4952","""STAG2""","false","""STAG2"""
"4825","""AUH""","false","""AUH"""
"4955","""PHKB""","false","""PHKB"""
"4829","""STX2""","false","""STX2"""
"4958","""AASS""","false","""AASS"""
"4832","""ANKRD28""","false","""ANKRD28"""
"4704","""GOLGA7""","false","""GOLGA7"""
"4705","""PRR11""","false","""PRR11"""
"4709","""HCLS1""","false","""HCLS1"""
"4714","""KIAA0141""","false","""KIAA0141"""
"4844","""TRIT1""","false","""TRIT1"""
"4718","""PRPSAP1""","false","""PRPSAP1"""
