Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Z-score	Combined Score	Genes
RNA splicing (GO:0008380)	12/313	0.000000210903892985779616567053079863314213326930257608182728290557861328125	0.000311926857725968072199140834754871320910751819610595703125	0.00000288642679635692339556638473518912491044829948805272579193115234375	0.00426902523181189007261959744710111408494412899017333984375	-2.340006071678206	18.890264892618507	RBM39;PNN;SFPQ;RBFOX2;SCAF11;SREK1;TARDBP;SF3B1;SRSF11;RBM5;SKIV2L2;SNRPB
mRNA processing (GO:0006397)	12/397	0.0000025788353399866715786313033087484569705338799394667148590087890625	0.0019070487339201435718349930681370096863247454166412353515625	0.00002922252503716045877383937490190390917632612399756908416748046875	0.021610057264980157831768536880190367810428142547607421875	-2.385035028954087	14.935562536082436	RBM39;PNN;SFPQ;RBFOX2;SCAF11;SREK1;TARDBP;SF3B1;SRSF11;RBM5;SKIV2L2;SNRPB
RNA splicing, via transesterification reactions (GO:0000375)	8/184	0.0000099035166003055122882318961341496788008953444659709930419921875	0.004882433683950617754609968557133470312692224979400634765625	0.000061572453164134593908522752325751525859232060611248016357421875	0.0303552194099183554609755475439669680781662464141845703125	-2.227688140453345	11.85600462104708	PNN;SFPQ;SCAF11;SF3B1;SRSF11;RBM5;SKIV2L2;SNRPB
RNA splicing, via transesterification reactions with bulged adenosine as nucleophile (GO:0000377)	7/177	0.000066280416911000143904454662280301135979243554174900054931640625	0.0196057473222738427864886290308277239091694355010986328125	0.0003150559730703057672966671542980066078598611056804656982421875	0.093193556834196444871309950030990876257419586181640625	-2.2152578299745866	8.710244312940512	PNN;SFPQ;SF3B1;SRSF11;SKIV2L2;RBM5;SNRPB
mRNA splicing, via spliceosome (GO:0000398)	7/177	0.000066280416911000143904454662280301135979243554174900054931640625	0.0196057473222738427864886290308277239091694355010986328125	0.0003150559730703057672966671542980066078598611056804656982421875	0.093193556834196444871309950030990876257419586181640625	-2.2126649082468695	8.70004911966452	PNN;SFPQ;SF3B1;SRSF11;SKIV2L2;RBM5;SNRPB
viral transcription (GO:0019083)	5/84	0.000113982144139695873333133213645140813241596333682537078857421875	0.0280965985304350331086542524872129433788359165191650390625	0.0004045365712348457658438516393317740948987193405628204345703125	0.09971826480938948689125567170776776038110256195068359375	-2.0926225780349097	7.475071254424284	RPS16;RPS29;RPL12;RPL22;RPL35A
placenta blood vessel development (GO:0060674)	3/30	0.000637961625720788699615837469281132143805734813213348388671875	0.0472889793682775561034503652990679256618022918701171875	0.00157920979333315268135218278899856159114278852939605712890625	0.135856791060765702550128253278671763837337493896484375	-2.406765967394774	7.344193412590985	RBM15;NR2F2;RBPJ
translational termination (GO:0006415)	5/89	0.0001498570141536872675318281533662911897408775985240936279296875	0.031662646276186208471603578118447330780327320098876953125	0.00052037348071561247142557959932673838920891284942626953125	0.10994748256834153965488809490125277079641819000244140625	-2.095567433763582	7.2351930956040125	RPS16;RPS29;RPL12;RPL22;RPL35A
negative regulation of endothelial cell migration (GO:0010596)	3/31	0.0007034195714010183474174109363730167387984693050384521484375	0.0472889793682775561034503652990679256618022918701171875	0.001723250817488019941137178392409623484127223491668701171875	0.135856791060765702550128253278671763837337493896484375	-2.352372287534665	7.178212294889036	MMRN2;NR2F2;MAP2K5
gene expression (GO:0010467)	12/672	0.000419176318004978415258932056275398281286470592021942138671875	0.045592804987582613573948719931649975478649139404296875	0.003029095845135204752296420593893344630487263202667236328125	0.1587652939581458422235726857252302579581737518310546875	-2.317311172674516	7.155869322635354	AR;RPS16;PSMB2;RPS29;RPL12;RPL22;RPL35A;RBPJ;SF3B1;SRSF11;RBM5;SNRPB
single-organism cellular localization (GO:1902580)	10/496	0.000510097629593524713211005749968762756907381117343902587890625	0.045592804987582613573948719931649975478649139404296875	0.00293526645345104468531882702109214733354747295379638671875	0.1587652939581458422235726857252302579581737518310546875	-2.291503947553096	7.076176473126682	RANBP2;OSBPL8;TMED10;RPS16;RAB31;RPS29;RPL12;RPL22;KPNA6;RPL35A
peptide cross-linking (GO:0018149)	3/31	0.0007034195714010183474174109363730167387984693050384521484375	0.0472889793682775561034503652990679256618022918701171875	0.001723250817488019941137178392409623484127223491668701171875	0.135856791060765702550128253278671763837337493896484375	-2.2569236478865387	6.886952870399443	ANXA1;BGN;DCN
