Gene.Symbol,logFC,AveExpr,t,P.Value,adj.P.Val,B,Fold.Change,C_JK.C.05.07.CEL,C_JK.C.12.07.CEL,C_JK.C.35.96.CEL,C_JK.C.39.97.CEL,C_JK.CC2.CEL,C_JK.CC4.CEL,P_LC.04.06.CEL,P_LC.299.99.CEL,P_LC.96.06.CEL
GSPT1,2.305755706,2.054942323,11.81109363,6.37E-07,0.034803361,4.92320349,4.944263752,2.676219106,2.66517477,2.382617138,2.028703252,2.915094513,2.095171722,16.6800123,10.42899414,10.08236246
GNB2L1 ,-2.831459708,4.169948347,-8.414497626,1.17E-05,0.122091987,3.125789848,-7.117939687,42.57931805,60.27086459,27.51610277,27.51610277,37.64452308,23.56155968,3.251583471,7.301734409,4.848518436
RPL11,-2.119472523,4.520508766,-8.334456338,1.27E-05,0.122091987,3.070133648,-4.345350416,46.97380711,51.37430535,26.67244372,26.67244372,32.06582342,50.13399109,8.064524246,9.367253879,8.475894664
PFDN5,-1.469840945,4.083054908,-8.233346616,1.41E-05,0.122091987,2.998751669,-2.769913541,22.79864965,20.08710776,30.47730965,25.41370976,22.84112324,22.44273334,6.60542433,10.20272222,9.414923426
RPL4 ,-2.268258926,6.210035361,-7.985602818,1.81E-05,0.122091987,2.818641074,-4.817414046,169.1597489,159.5180656,92.41958987,89.39771286,101.3041741,169.1393921,20.51078456,35.33112427,24.12420856
RPL7A ,-1.03470593,6.395400779,-7.90326288,1.97E-05,0.122091987,2.75710043,-2.04869601,115.9471119,104.0887943,103.0066057,115.456413,95.69690672,108.7313815,48.90696963,62.3819719,46.58407866
IMPDH2,-2.406549874,3.809794895,-7.771227953,2.26E-05,0.122091987,2.656621855,-5.302048526,31.69086799,34.76385449,18.64648358,20.48123052,21.19995277,23.97246544,2.65199743,6.439960071,5.744390461
RPL5 ,-1.553044075,6.3399874,-7.609575328,2.69E-05,0.122091987,2.530526329,-2.934356332,152.6059604,151.0708206,87.84538726,94.85587212,100.894891,125.5392521,39.40385927,42.078536,37.23523132
RNU86 ,-2.195134589,7.174871684,-7.603032719,2.71E-05,0.122091987,2.525350269,-4.579323826,372.9885894,332.1087285,158.8192549,157.8717697,231.1597489,265.8377067,50.97391672,57.26381637,49.2860225
NXF1,-1.310462756,3.792896532,-7.445365223,3.21E-05,0.122091987,2.398875981,-2.48021082,17.8855529,22.15354159,16.48356877,18.27193166,20.34378174,17.96461962,5.711990826,9.758481876,7.765687732
CLIP1,1.463872261,1.568872779,7.442388934,3.22E-05,0.122091987,2.396456118,2.758477592,2.237587854,1.979264149,1.945764031,1.459765015,2.550760861,2.792549969,5.939933886,5.513019009,6.067378902
HP1BP3,1.465947666,3.179122068,7.237917969,4.03E-05,0.122091987,2.227278411,2.762448686,4.826202731,5.616347131,7.950354526,7.062889554,7.224156256,6.580556607,18.13527826,13.82126946,22.62296835
RPL18,-1.870363206,5.757961666,-7.146223849,4.47E-05,0.122091987,2.149502756,-3.656246163,83.23746597,87.01265623,68.73985715,65.46030938,97.04863776,106.1471917,17.22859004,37.0910185,18.5510363
RPS10,-1.528758517,5.880302306,-7.054207441,4.95E-05,0.128983729,2.070240816,-2.88537437,99.73969753,81.06750711,74.52447165,66.38197122,76.64285495,113.4365519,21.83912059,30.18899054,37.23523132
PRELP,-0.946583161,3.529861979,-6.700419769,7.45E-05,0.141013191,1.753854748,-1.927302678,18.77068932,13.84207069,14.21741971,13.68965442,12.46973055,13.98666728,7.361427128,7.893517347,7.139216848
UBC,-1.588324678,8.854138879,-6.669862305,7.72E-05,0.141013191,1.725640142,-3.006999603,827.0833428,887.8618505,564.9042414,617.4567063,618.77086,560.3110675,164.9375267,322.5363736,206.0246794
RPLP2 ,-2.224172144,4.895688899,-6.579548246,8.59E-05,0.141013191,1.641406194,-4.672427066,71.68576511,61.27086458,38.51159764,36.0549035,36.0549035,69.08331441,6.45225576,14.83584278,12.62230777
RPL3,-1.687441161,6.001604937,-6.517028965,9.26E-05,0.141013191,1.582350364,-3.220849301,137.7153044,125.8649498,73.3819711,72.80088549,74.94783066,103.4063821,25.84083763,25.60639191,38.31717993
METTL23,-1.174771007,3.786344742,-6.501068916,9.44E-05,0.141013191,1.56717598,-2.257570447,23.53706535,18.75387308,14.70364409,16.66560165,17.96461962,18.09653305,6.673500269,10.20077298,7.570780183
RBM10,-1.044705414,4.026846505,-6.495063471,9.50E-05,0.141013191,1.561455752,-2.062945079,19.83431812,21.94278851,20.02914782,16.55882246,19.7485952,28.00577705,10.63716007,9.729467326,9.833648203
IGFBP7,-1.801878227,5.174589877,-6.439506305,0.000101611,0.141013191,1.508266211,-3.486738642,54.49318206,48.06368885,73.68656519,41.14892703,77.94688634,43.58876157,10.877841,22.40074613,15.90289985
RPL36,-2.181119396,4.362543223,-6.43701226,0.000101917,0.141013191,1.505866948,-4.535052953,51.19133722,36.9449539,26.39789063,23.82471725,23.63038675,55.44769745,5.486884575,7.301734409,10.56458693
DYNC1LI2,-1.081111906,6.570090366,-6.406503854,0.000105744,0.141013191,1.476437666,-2.115666027,110.5516313,171.7153044,111.8738215,126.4555255,107.5878932,113.9871836,51.12293607,62.05349832,60.40968065
EIF3G,-1.174257953,4.30911375,-6.339600516,0.000114694,0.145834816,1.411378626,-2.256767748,28.02983204,31.95451005,23.78543982,25.47232829,23.43127567,24.30414079,8.455634272,14.65014726,12.34683279
PCM1,-2.122643589,4.009075973,-6.317314097,0.000117856,0.146448862,1.38954647,-4.354912069,31.13130654,26.38078547,18.55880216,36.09826055,18.340613,32.74435064,6.439960071,9.641129777,3.544757119
WDR54,-1.01666653,4.885352208,-6.237476772,0.000129981,0.149140571,1.310674977,-2.023238689,37.48015571,48.42932077,38.64243308,40.71197414,29.11477511,32.81782053,17.38751519,18.82009124,19.27343717
PAAF1,-1.125997202,3.566433131,-6.166165916,0.000141961,0.15074056,1.23934592,-2.182523522,19.70538374,15.58542649,18.33775975,14.00953295,11.59158563,14.39864404,6.032012089,7.572850977,7.641358412
TAGLN,-2.492041014,2.393889373,-6.123941901,0.000149615,0.15074056,1.196716214,-5.625732728,8.292309958,11.52501968,22.96146669,5.948900129,5.581017033,9.155590961,1.672110695,2.000085133,1.371594786
MCM3AP,-1.47452238,3.453450685,-6.046744826,0.000164791,0.15074056,1.118012183,-2.778916296,18.2221903,12.85045933,16.48356877,12.16586881,14.90431897,19.06683733,4.499695496,4.405644043,8.58683807
CSRP1,-0.988777947,5.607209881,-6.035555926,0.000167126,0.15074056,1.106522359,-1.984503281,55.49318206,55.49318206,72.69641102,50.28379098,65.55565437,71.59842047,31.09681975,26.4138926,35.80659892
RPL14,-1.734877208,5.025525045,-6.03264538,0.000167739,0.15074056,1.103530099,-3.328511627,66.95066956,53.74993242,43.34783779,44.23312244,41.62486468,46.05768799,9.748523177,25.59872297,12.49810193
IFT172,-1.337885717,2.745905338,-6.020522647,0.000170319,0.15074056,1.091051744,-2.52780595,13.3428699,7.41161555,7.534558945,8.426948674,10.78238721,8.599663405,2.781015402,4.086624303,4.156655626
NSUN5,-0.809444719,4.065991734,-6.019437163,0.000170552,0.15074056,1.089933215,-1.752536776,24.43948944,21.92335344,17.25893162,17.85350851,19.99636085,20.53806677,11.71619695,11.20539868,11.65220629
NACA,-1.993140486,6.358539257,-6.009732648,0.000172652,0.15074056,1.079924479,-3.98102653,220.7713466,156.3401788,114.4930822,109.7075168,96.04062173,116.1910049,20.0738474,51.49432669,33.72508005
ARHGEF37,-1.51888874,5.15663453,-5.953662959,0.000185345,0.15074056,1.021786819,-2.865702291,55.18144611,59.16219133,50.80645593,55.63452733,41.62486468,44.0370983,19.57246226,26.16599415,10.79096203
RPL10 ,-1.790486004,6.912588171,-5.939109014,0.000188802,0.15074056,1.006609361,-3.459314076,279.6069791,221.7548084,169.0523642,161.9226548,146.8264155,146.8264155,36.69965822,87.04863776,45.73884296
RPL19,-1.35709254,6.257206737,-5.897203308,0.000199153,0.15074056,0.9627079,-2.561684034,156.4930822,126.6041933,93.94711934,81.8819711,77.12666304,111.8080547,43.30328774,44.35736046,35.50447229
CHURC1,-0.973416104,2.964029533,-5.885415903,0.000202174,0.15074056,0.950305371,-1.963484357,8.961343923,10.74500897,8.389407849,10.61898915,8.309926905,12.20770594,5.417860702,5.437793327,4.182923952
PRPF40A,-1.319590455,3.537864915,-5.873461067,0.000205289,0.15074056,0.937702514,-2.495952458,21.43389247,14.95215931,13.67620226,17.97105474,13.4592674,14.42540154,4.724929598,8.932141976,5.959184105
CCNI,-1.423037606,5.551806094,-5.867923069,0.000206749,0.15074056,0.93185607,-2.681495079,83.62785708,72.00951214,44.76940651,78.80254407,65.41078404,55.13193394,17.62255414,31.35635442,25.97957644
SERPINB6,-1.784516696,3.878755685,-5.842985456,0.000213466,0.15074056,0.905464677,-3.445030358,22.37848058,23.83859371,14.12959849,26.87157308,18.51348929,32.06967282,4.642879683,10.28579684,5.616347131
ATP5G2,-1.843327795,3.644888008,-5.795755041,0.000226844,0.15074056,0.85518929,-3.58836786,16.26134655,30.43630588,18.22863523,27.92478398,11.85340392,16.51893856,3.735076379,6.488859871,6.271913566
DUSP1,-1.522100684,6.816966495,-5.787237397,0.000229352,0.15074056,0.846081778,-2.872089455,203.7153044,233.8980979,148.3564702,113.9940188,111.4945946,188.6129789,46.15053905,65.38197122,57.58421757
NID1,-1.868499712,2.406555565,-5.78292448,0.000230633,0.15074056,0.841465426,-3.651526528,10.39303848,7.065106091,14.90874016,9.07243308,4.538576027,6.571671266,2.029814927,2.343321232,2.350168733
MTUS1,-1.948263984,4.910476824,-5.761680358,0.000237058,0.15074056,0.81867996,-3.859098811,63.68135227,43.62433112,36.10499129,33.98924086,51.72522248,62.49202019,8.048148671,22.52019937,10.07772336
PSME1,-1.208745824,4.43978701,-5.74501904,0.000242232,0.15074056,0.800755389,-2.311366158,42.16816728,35.49934795,24.30268636,22.60821433,25.95456066,26.14884784,14.00953295,11.43924472,11.93902013
ACBD3,-0.996812611,2.520201043,-5.731446537,0.000246537,0.15074056,0.786118418,-1.995586218,8.415226916,8.625651672,6.947252818,6.931591536,5.729164517,7.087328109,3.964041224,4.164958828,2.871299268
H3F3A ,-2.091512442,4.333919506,-5.720507774,0.000250067,0.15074056,0.774298583,-4.261946379,59.48867124,27.95427236,40.43157737,22.24529041,21.49092756,38.01528028,6.439960071,12.3376784,5.683118698
SMAD1,-0.809711242,1.838079198,-5.715882307,0.000251576,0.15074056,0.769294328,-1.752860569,3.891971121,3.891971121,3.891971121,5.20027069,4.784096477,4.375844446,2.511082224,2.716355679,2.180763687
HINT2,-0.911620005,4.127014676,-5.697497332,0.000257673,0.15074056,0.749367155,-1.881156668,21.12136366,22.07044856,23.02823815,22.79362659,16.71508789,24.61870887,14.00953295,10.14403705,10.60672267
TGFBR2,-1.819033835,3.827258396,-5.675100942,0.000265316,0.15074056,0.725012907,-3.52844821,28.74622471,19.62412847,21.54144495,10.22749466,29.1934919,28.06620114,5.738360835,7.127700529,5.616347131
SCAI,1.115826932,2.291142045,5.668696103,0.000267546,0.15074056,0.718032156,2.167191939,3.967595653,2.933462247,4.038537471,3.575839425,4.389172869,3.967595653,5.866114571,9.303814637,10.0899869
RPS15,-1.810009115,7.367735787,-5.652435996,0.0002733,0.15074056,0.70027794,-3.506445038,299.1997052,350.6127117,244.333358,259.6708662,167.194985,224.27086,42.41131126,117.4512878,73.5622258
LOC101929087 ,-1.259964744,2.92854112,-5.648310398,0.000274781,0.15074056,0.695765934,-2.394898883,11.50144811,12.53319493,8.1812451,12.92536893,8.1812451,8.956753298,3.317466768,5.631875548,4.118150072
RPL30,-1.336213172,7.746444294,-5.635473271,0.000279446,0.15074056,0.681707511,-2.524877112,420.0409848,310.7702514,316.0959082,305.3539091,196.7153044,252.2094936,90.93384915,143.3509686,119.1597489
FGF1,-1.442480445,6.152270577,-5.633554135,0.00028015,0.15074056,0.679603325,-2.717877524,82.11483218,168.1898578,95.18239649,107.636959,89.3819711,75.6098332,29.49918865,35.6236788,46.34953202
RP11-209A2.1,-1.019512758,2.570009287,-5.632390299,0.000280578,0.15074056,0.678326956,-2.027234185,8.329882029,9.059876747,6.256719459,6.439960071,6.956293578,8.518012033,3.856228453,4.4901295,2.942525191
IP6K2,-1.126557586,2.924044675,-5.630658624,0.000281217,0.15074056,0.676427405,-2.18337144,8.961343923,8.292309958,10.45185315,8.679394008,9.648307871,14.00953295,3.606790537,5.625754721,4.519792557
TPM1,-1.850479844,4.345265795,-5.613762923,0.00028753,0.152628066,0.657866323,-3.606201083,54.8195874,27.32951524,33.03952101,43.62433112,21.34358588,19.89914145,7.734682196,11.17712649,7.469534053
EIF4A1 ,-2.055874269,5.129813322,-5.604425421,0.000291084,0.152792994,0.647587062,-4.157955357,49.49433446,111.0486378,44.65999629,55.45897353,45.39102132,51.54618742,8.946674648,24.30957411,11.4152232
ARIH2,-1.390190272,1.57418866,-5.552098582,0.000311901,0.157536763,0.589700493,-2.621132476,2.899768335,4.637180278,3.037455293,4.397989803,4.538576027,5.874149101,1.505782916,2.025672157,1.259866563
DDX39A,-1.688970227,3.112733073,-5.520857435,0.000325091,0.157536763,0.554911122,-3.224264786,9.633290345,14.92250816,10.30131502,15.52052512,12.66098336,14.96699275,2.273315845,6.432782476,4.257533019
VPS28,-1.943401784,3.893113364,-5.51509299,0.00032759,0.157536763,0.548473239,-3.84611469,16.76218858,38.87184978,19.31349551,29.68717546,19.30955578,22.05666668,5.050669199,10.83825676,4.050222442
RPS4X,-1.294746592,7.71807149,-5.514791303,0.000327722,0.157536763,0.548136146,-2.453338989,406.3787465,294.072179,229.458667,220.4930822,220.4930822,393.4250015,110.3819711,113.369698,123.9375267
ATP6V1G2-DDX39B ,-2.638642429,4.198795072,-5.500948072,0.000333811,0.157536763,0.532651051,-6.227453867,65.84299462,42.37418233,18.40906406,22.51185724,23.13415301,55.60233965,4.004578466,10.01942811,3.97987111
BANF1,-1.410805916,3.291168424,-5.488942355,0.00033919,0.157536763,0.519194089,-2.658856499,16.12142476,16.69010725,9.343980842,11.98648691,12.66098336,16.30341016,5.954914128,6.543629211,3.405157984
SLITRK5,0.980682421,1.675572093,5.478934104,0.000343746,0.157536763,0.507956636,1.973398641,2.952733879,2.493641342,1.88095741,2.326390955,2.986572289,2.835711984,4.189747659,5.394860503,5.616347131
LOC401220,1.213326604,0.847048221,5.47398198,0.000346025,0.157536763,0.502389767,2.318716766,1.45333155,1.513908599,1.075876818,1.324778056,1.380175174,1.455867615,4.45314527,2.102767886,3.3419348
IFT43,-0.849630539,3.546879413,-5.454846146,0.000354985,0.157536763,0.48083779,-1.802039381,16.45948172,15.3743607,11.22670319,13.10751198,17.16297873,12.94949195,7.587653684,8.394560359,7.718222083
DCAF8,-0.948602047,2.51485806,-5.44901118,0.000357766,0.157536763,0.474253223,-1.930001605,8.244407308,8.033953273,5.686144122,7.323174579,6.046147112,7.786044897,3.128693444,4.538576027,3.529759904
DHX33,1.205183822,2.58387148,5.416933665,0.000373483,0.157536763,0.43794731,2.305666453,3.891971121,3.861083386,4.427465723,3.508405771,6.810771022,5.495457677,12.49929846,9.365503208,9.786889117
RPL23A ,-1.086723294,7.896364942,-5.415585192,0.00037416,0.157536763,0.436417097,-2.123910972,467.3767379,281.2543002,275.5921577,252.2205601,264.8694477,340.9442509,139.27086,159.7153044,134.7872165
BNIP3L,-1.383978729,4.560946342,-5.401931237,0.000381088,0.157536763,0.420904793,-2.609871415,44.06047647,34.92426232,38.12006155,26.84255148,26.84255148,27.87087181,8.876374141,18.82775058,11.55241324
RPS10L,-1.138415964,3.231461385,-5.389885395,0.000387316,0.157536763,0.407192046,-2.201391842,15.0627181,13.39760599,10.9737938,10.59766221,10.73112826,13.2084769,3.799184056,6.685147245,6.731384573
SPATA20,-1.288527207,4.376304103,-5.366744077,0.000399588,0.157536763,0.380776222,-2.442785535,34.6104748,42.55990973,24.42165534,26.26948305,25.69455052,19.7191234,9.843105572,14.00953295,10.88604025
ZCCHC10,0.583333163,2.295051915,5.366333466,0.00039981,0.157536763,0.380306651,1.4983069,3.972921226,4.603808307,4.468642408,4.371044868,4.377419694,3.97987111,6.082050525,6.286819124,6.939992065
TTLL1,-1.093161483,2.230688907,-5.365046273,0.000400505,0.157536763,0.378834436,-2.133410345,5.030585604,6.610382587,5.110588574,8.083626012,6.439960071,5.500079647,2.743085292,3.698554347,2.239199078
RPL13A ,-2.168196812,6.903772412,-5.339216806,0.000414735,0.161968932,0.349230003,-4.494612723,331.1163131,237.8379224,122.1568364,95.93752665,182.6827723,353.1624013,43.22346187,46.24813091,42.51375357
ERMN,-0.905176906,4.301681945,-5.293189642,0.000441461,0.168483423,0.296181851,-1.872774125,21.19873551,33.27531133,21.39857979,26.54866333,19.95298573,25.80566163,13.06171614,13.18508728,12.69848298
RPS6KA2,-1.82916271,3.884470309,-5.287050116,0.000445164,0.168483423,0.28907728,-3.553307909,16.70322288,34.73284486,17.25250343,16.59467988,26.6993173,29.54312116,4.026730438,10.39538903,6.094909359
EPAS1,-1.661973119,4.598265846,-5.257629294,0.000463379,0.17074867,0.254938647,-3.164490241,32.89681686,28.52199405,41.57528915,19.45957354,49.02770636,54.34495997,8.857568497,11.8793388,13.48756447
C12orf57,-1.916887652,2.270619968,-5.234615107,0.000478186,0.17074867,0.228126308,-3.776075608,11.05261621,8.043346293,5.994774866,13.52657057,5.445708828,4.584720072,1.775565102,2.907831599,1.52611388
EIF3H,-0.959142338,5.193597075,-5.224663151,0.000484746,0.17074867,0.216502626,-1.944153779,60.49738167,49.61248998,37.05899132,39.64569283,46.56036351,44.21795836,19.67728698,28.80529398,22.87635124
RP6-201G10.2,1.350677263,1.711956412,5.222315627,0.000486308,0.17074867,0.213758186,2.550318203,2.361305623,3.041336858,1.907525967,2.773591794,2.367658809,2.112826324,8.292309958,3.722561922,7.408358289
GOLGB1,-1.381063311,3.782263201,-5.217682284,0.000489406,0.17074867,0.208338553,-2.604602677,18.59318695,28.22799927,16.78209152,27.33784985,14.03185435,13.6198265,6.450243868,6.949609369,8.564549656
RPL6,-1.159399068,6.776491071,-5.21170276,0.000493435,0.17074867,0.201338617,-2.233643694,134.6066808,141.6041788,143.6159792,185.8264155,126.8393832,134.2404005,57.50825477,97.02026582,47.33264694
ZNF32,-0.694124465,2.420388709,-5.211545987,0.000493541,0.17074867,0.201155005,-1.617902271,7.367541821,5.893370363,6.294215758,5.622122814,7.282091906,5.505258688,3.823633635,3.891971121,3.938023981
MOG,-1.680630047,2.082930687,-5.163509915,0.000527243,0.172760122,0.144688091,-3.205679174,7.82246885,11.79711343,4.057853792,4.652402842,5.390519832,6.327961838,2.325310402,2.168170082,1.467774889
CIPC,-1.243298095,2.455307704,-5.15334767,0.000534686,0.172760122,0.132689327,-2.367391152,9.23534567,9.976072376,5.381758007,8.707640268,5.390519832,6.552387999,2.834205179,3.792158952,2.738457104
RP4-773N10.4,0.786058936,3.480498378,5.148379096,0.000538365,0.172760122,0.126816099,1.724357531,7.53235865,9.360579683,9.07243308,9.745400948,10.87856707,9.590095222,13.33376162,18.68972678,16.59213345
PMEPA1,-1.264487672,3.757031583,-5.138040322,0.00054611,0.172760122,0.114580714,-2.402418803,15.81690215,15.81690215,24.55867817,26.25016405,15.81690215,13.81883241,8.640072896,5.77116804,8.587347547
LOC100233156 ,-0.909194219,3.885154504,-5.134095005,0.000549097,0.172760122,0.109906594,-1.877996298,21.95630168,18.85350851,16.74571059,19.3541313,19.21930715,14.23348875,8.038772945,12.28234802,9.263679165
FBL,-1.511169795,3.401476651,-5.130539239,0.000551804,0.172760122,0.105691595,-2.850410682,17.38908368,20.22867007,11.87440016,12.43876671,16.16718402,13.46562357,3.564171948,9.128675596,4.463321891
C18orf32 ,-0.96473467,6.862715067,-5.126825271,0.000554647,0.172760122,0.101286644,-1.951704545,138.1380859,134.4080486,160.4108594,168.7436679,130.0457688,144.8206465,52.87656088,95.04863776,82.34021873
XPC,-1.445202976,3.193230056,-5.101138632,0.000574744,0.176539989,0.07075331,-2.723011313,15.59467993,13.82095333,9.07243308,9.745400948,11.80633646,19.29718517,3.537258771,4.271592641,6.829965921
GORASP1,-1.053821976,3.434437655,-5.08493129,0.000587826,0.177685029,0.051426993,-2.07602235,15.22923635,14.96374588,18.28883827,12.66098336,12.66098336,10.29999747,5.613269662,8.702928149,6.001515104
STAT5B,0.75758856,1.532906389,5.075680721,0.000595436,0.177898778,0.0403751,1.690662349,2.671725028,2.738457104,2.248162417,2.248162417,2.075421623,2.676280659,4.903286885,3.566637542,3.960225287
OARD1,-0.858977905,2.662121428,-5.068270933,0.000601608,0.178076471,0.03151136,-1.81375288,7.876223406,6.96339649,9.133474525,9.204172596,5.703790248,8.044576169,4.718928783,4.104559399,3.97987111
TAGLN2,-1.284224491,4.434312259,-5.062924633,0.000606104,0.178165325,0.025109888,-2.435510986,17.16297873,37.88674475,36.6325635,24.91161937,33.90137679,30.11477511,11.88745185,14.00953295,10.23034753
SPARCL1,-1.08153402,7.929623104,-5.032470299,0.000632413,0.182360741,-0.011452912,-2.116285135,343.0222486,359.4037577,304.3574896,436.5490364,210.8504467,272.3819711,132.323204,149.8105302,163.2437315
NARF,-1.460275289,3.761115524,-5.010957121,0.000651735,0.182736457,-0.037381509,-2.751608637,12.71335498,32.99701627,15.75668498,20.85539306,15.92801322,21.42126846,5.344835246,8.878182618,6.937357016
RHOG,-0.954064082,3.667894911,-4.989354738,0.000671777,0.185515569,-0.063501238,-1.937322429,17.85350851,18.64100659,12.96322837,13.44033422,16.33646919,16.70351127,10.29999747,8.651116931,6.13940176
RPS6,-1.317599889,5.633975158,-4.989302406,0.000671826,0.185515569,-0.063564615,-2.49251103,92.04863776,80.73776159,49.38347596,43.17988667,64.02099589,91.82641554,25.42122585,30.72547297,25.23581345
FAU,-0.84074154,7.215408487,-4.970265613,0.000690038,0.187700503,-0.086651893,-1.790970457,173.27086,202.0779674,208.6176194,216.4930822,146.1074045,149.5517252,95.60374579,116.0427532,92.23449625
CLK3,-1.05557797,2.560838904,-4.957120424,0.000702922,0.190258634,-0.102631984,-2.078550745,6.128005569,6.128005569,10.82208537,9.488409242,6.922845283,6.830144873,3.445548504,4.27047292,3.231561077
TMEM187,-0.945657514,1.857293629,-4.943840176,0.000716201,0.19133613,-0.118807768,-1.926066498,6.32884896,4.161017223,3.665189941,4.099778434,5.491058312,3.862886434,2.228565913,2.228565913,2.581723678
INSR,-0.755477499,3.481693978,-4.935771228,0.0007244,0.19133613,-0.12865148,-1.688190253,11.09740351,15.60198954,14.17632899,13.81804385,14.71552049,11.09740351,6.919123835,8.292309958,8.525376385
PRKCDBP,-1.094244416,3.724018804,-4.916380994,0.000744519,0.193770518,-0.152354385,-2.135012352,19.39990406,22.62296835,21.12136366,12.8831967,15.77359085,12.8831967,8.050304318,9.442365659,6.659324794
LMO2,-1.629013586,4.595285526,-4.908569138,0.000752792,0.193770518,-0.161922786,-3.093014476,48.49238098,27.90651751,27.4502215,24.17867561,36.0549035,58.93248387,7.738788312,16.44693764,11.5993707
SEPW1,-1.504346618,4.7718064,-4.90787173,0.000753536,0.193770518,-0.162777542,-2.836961589,26.6942128,59.71530903,38.13692873,45.70695599,32.41178571,37.14619173,11.31546319,22.40415028,9.992239967
CCDC136,-1.374627496,4.6925258,-4.905991552,0.000755544,0.193770518,-0.165082361,-2.593009507,47.68707986,36.1825926,32.67611473,51.75148824,24.81717338,27.75545581,12.6058301,19.454697,10.48501183
TROVE2,-1.561793674,3.569119117,-4.901694264,0.000760155,0.193770518,-0.170352577,-2.952206573,26.48873802,18.68987848,12.84102537,16.86109295,12.84102537,17.70158206,3.535864444,9.303814637,5.831571366
RPL23A,-0.897889411,7.60528046,-4.894906016,0.000767501,0.193770518,-0.178684474,-1.86333802,354.85229,229.147549,243.3600139,189.3724678,215.0787212,234.8346726,127.063297,130.2475232,128.4930822
C11orf80,2.309753685,2.454029797,4.892112218,0.000770547,0.193770518,-0.182115984,4.957984238,2.169251526,3.635279429,2.21309593,1.934731787,4.002948614,8.146301131,16.29441854,25.20049925,9.848543533
NPC2,-1.904482016,4.981664458,-4.890234152,0.000772601,0.193770518,-0.184423525,-3.743744597,47.27761231,102.1927489,50.52519703,37.34634243,37.34634243,40.95578218,7.916958152,22.75220833,12.49386933
CSDE1,-1.655050377,4.928086685,-4.882178871,0.00078148,0.195102399,-0.194328057,-3.149341875,64.60419412,36.14188479,53.08028504,56.77778453,37.26594339,30.11312159,8.691121149,23.53074367,13.91088206
FLJ20021,-0.60657476,3.912180668,-4.876870516,0.000787391,0.195684549,-0.200861416,-1.52263987,15.76367116,20.21397553,16.60755916,18.01384695,17.96461962,15.76367116,10.29999747,12.03895564,11.86945727
ESD,-2.057868252,5.028478523,-4.859246741,0.000807361,0.195722311,-0.222588458,-4.163706139,56.33151176,75.93752665,67.46745902,82.14193056,36.0549035,24.51691937,9.076449078,21.06876113,10.4870536
RAB18,0.696826773,1.917489062,4.856551711,0.000810462,0.195722311,-0.225915869,1.6209356,3.663643387,2.951647791,3.008942807,3.008942807,3.020577191,3.740272907,4.372889588,5.578677707,5.806265745
OBSL1,-2.015712688,2.771572044,-4.853768798,0.000813678,0.195722311,-0.229353153,-4.043802922,10.63839576,17.16297873,11.44640422,10.12643378,11.05251047,7.087328109,2.03842801,6.165632086,1.549266084
RNF220,-0.95678104,4.12819115,-4.850731977,0.000817203,0.195722311,-0.233105633,-1.940974333,20.44824706,28.25879709,17.96461962,20.23247478,17.96461962,28.54966087,10.29999747,13.40662312,10.27855319
FLJ41455,1.210733607,1.332255981,4.846700248,0.000821908,0.195722311,-0.238090037,2.314553013,1.324778056,2.772015733,1.747358011,1.601003128,2.265019953,2.04444242,3.262203455,5.25559504,4.988251755
RPS16,-1.564968336,7.833396528,-4.840212686,0.00082954,0.195722311,-0.246116687,-2.958710081,426.6870398,322.8276328,270.3819711,270.3819711,270.3819711,452.6009049,60.83331903,171.2941002,130.0688286
ZADH2,0.9119992,1.13633833,4.834025891,0.000836889,0.195722311,-0.253778246,1.881651172,1.435630267,1.987833252,1.888513207,2.400750405,1.723918677,1.428719377,2.927790889,3.891971121,3.300534934
RP3-486D24.1,-0.608382478,4.730138626,-4.832161926,0.000839117,0.195722311,-0.256087874,-1.524548956,33.476338,33.83907785,29.22588622,33.61929766,26.69278869,27.34372461,20.91579365,20.12170541,19.11256367
ZNF664,-1.083862239,6.080279449,-4.819430555,0.000854504,0.195722311,-0.27187989,-2.11970315,124.8264155,81.69476116,70.60419332,83.22002598,63.96574308,112.4922412,36.56856465,39.71843427,47.46673549
GLT8D1,-1.728342514,1.892674998,-4.801663332,0.000876485,0.196175898,-0.293966914,-3.313469211,10.96638922,7.421260279,3.635279429,3.334411745,4.902077611,5.951124408,1.785850901,1.950317521,1.338873176
ROMO1,-1.367517021,2.812867039,-4.798649383,0.000880273,0.196175898,-0.297719262,-2.580261029,8.925028079,14.00953295,9.837623336,13.10575496,5.609383829,8.862796153,2.849600133,4.328221673,4.225239717
SWI5,-0.962848683,1.863149469,-4.787869395,0.000893967,0.196175898,-0.311153585,-1.949154814,5.556021631,4.957285101,5.306299895,4.096594806,3.152816292,4.666106395,2.305333137,1.950317521,2.818771975
JARID2,0.849372213,4.239170151,4.781685796,0.000901925,0.196175898,-0.318869145,1.801716739,17.96947472,15.07006653,17.40906406,13.67620226,12.02729943,18.02069735,34.17485321,26.73735829,23.92764684
AS3MT,-0.794147873,0.891008788,-4.781177064,0.000902584,0.196175898,-0.319504218,-1.734052854,1.950317521,1.950317521,2.604920796,2.659056127,1.812204746,2.561574294,1.390642875,1.311122922,1.163261698
